customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
9411-QWXWB,Male,0,No,Yes,36,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),53.73,1955.67,No
8196-YCRSF,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,25.45,192.63,No
8546-NSHPG,Male,0,Yes,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.14,656.92,No
3621-IADFS,Female,0,Yes,Yes,49,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,56.4,2718.45,No
9747-GRRNY,Male,0,Yes,No,39,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,86.77,3369.9,Yes
2042-SHKVS,Female,0,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),25.61,684.2,No
9836-PCJRV,Male,0,No,No,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.1,1287.06,No
8691-OSVBC,Male,0,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,69.85,3201.76,No
5191-AEBUY,Male,0,Yes,Yes,13,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.46,1070.67,Yes
5196-KTCPT,Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.34,763.02,Yes
5211-LGWJU,Female,0,No,Yes,72,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),64.83,4700.58,No
2249-ZVZXD,Female,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,22.18,297.89,No
8522-VCSNB,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),103.57,2377.82,Yes
6510-POJVH,Female,0,No,No,10,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,71.52,736.46,No
9288-ZWISH,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),72.71,3156.7,Yes
9674-OLZCK,Male,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.92,216.03,No
2252-RCLDF,Female,0,No,Yes,25,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),18.5,507.04,No
8138-WLWXF,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),69.84,2394.01,No
9709-YAVVP,Male,1,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,23.87,392.69,No
6278-IWELW,Male,0,No,No,34,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,59.29,2037.88,No
1176-QRQKG,Female,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.25,1330.02,No
1807-ZUBFI,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),66.26,1994.41,Yes
2523-LKLJS,Female,0,No,No,41,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),48.11,1983.39,No
1692-TBORH,Male,0,Yes,No,18,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.66,1305.9,Yes
8250-DMLVJ,Male,0,No,No,17,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,63.13,1098.95,No
8728-FFFLW,Female,0,Yes,No,8,Yes,No,DSL,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),61.7,501.13,No
4240-EKXCF,Male,0,Yes,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,68.78,1917.83,No
2652-UDZWX,Male,0,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.48,1131.13,No
5592-HEAKN,Female,1,No,No,40,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,65.71,2597.31,No
6206-GXVWJ,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.25,287.63,No
2652-TSRPE,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,67.21,1324.03,Yes
6655-CHFDK,Male,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),78.57,5650.75,No
9376-PQVTV,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,75.57,2735.83,Yes
7739-INRCP,Female,0,Yes,No,45,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,55.16,2477.72,No
1726-OZZYA,Male,1,Yes,Yes,48,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),77.89,3744.02,Yes
5337-JTASI,Male,1,Yes,No,18,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,88.39,1610.47,Yes
3790-XXUSC,Male,0,No,No,16,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,69.33,1144.98,No
4961-ORVTK,Male,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),64.32,1119.91,No
8470-CJUWN,Male,0,No,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),20.37,315.01,Yes
4110-XDTVF,Female,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Mailed check,62.74,4178.96,No
7519-XSEJN,Male,0,Yes,No,22,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),52.79,1159.43,Yes
9494-UKETF,Female,1,No,No,60,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),68.32,4096.98,No
2293-EIXZQ,Female,0,Yes,Yes,22,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,97.98,2169.85,No
5972-YFGRB,Female,0,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.68,432.91,No
2461-KVPUH,Male,0,Yes,Yes,3,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),51.35,97.68,No
2794-JIKTG,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,78.46,1327.19,Yes
4394-VNBBI,Female,1,No,No,67,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,52.55,3512.06,No
2320-MZQBB,Female,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.78,1345.09,No
1236-TGFLN,Male,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.88,370.07,No
1576-XRNXZ,Male,1,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,95.23,163.81,No
1537-WQOBP,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,58.03,660.34,No
4283-XDBGL,Male,0,Yes,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),64.13,1017.99,Yes
6879-RRDVX,Male,0,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.18,1439.09,Yes
6997-ONPEO,Male,0,No,Yes,16,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),93.07,1477.89,No
5854-NJTKU,Female,0,Yes,No,26,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),51.04,1308.31,No
1582-XYCRL,Female,0,Yes,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,One year,Yes,Mailed check,69.11,609.27,No
1938-EIJQC,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,58.26,1363.89,No
8210-VVBLJ,Female,1,Yes,Yes,31,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),66.9,2077.57,No
3935-WXWNZ,Male,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),78.43,1342.49,No
2576-DUCOK,Female,1,Yes,No,27,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),72.63,1946.67,Yes
2869-FSVQR,Female,1,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,22.94,1631.28,No
1002-KWGST,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.25,774.26,No
4303-GCYJZ,Male,0,No,Yes,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),20.36,760.43,No
8033-GJSMP,Male,0,No,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,Yes,Electronic check,90.42,1700.76,Yes
3388-FCLCY,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),91.29,1442.74,Yes
4856-JSYDN,Female,0,No,No,24,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),70.56,1704.7,Yes
6457-AGSHW,Female,0,No,No,36,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,52.62,1878.43,No
8788-KJKFG,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),76.03,2278.51,No
1616-RBRGN,Male,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,78.99,2227.51,Yes
7006-JLACH,Female,0,Yes,No,46,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,79.02,3602.4,No
2755-HXSSF,Male,0,Yes,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,88.55,3119.75,Yes
4019-CCVCC,Male,0,No,No,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.15,3599.52,Yes
3776-CURPL,Female,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Credit card (automatic),69.24,748.73,No
6802-XNWOA,Female,1,Yes,No,8,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),69.0,553.67,Yes
9357-WQEGS,Male,1,No,No,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.25,1263.6,Yes
5943-QOAPE,Female,0,Yes,No,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.75,46.47,No
5710-FGEVE,Female,0,Yes,Yes,9,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),62.75,595.54,Yes
3863-QVMNI,Female,0,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),91.87,1645.89,Yes
5515-LOGEV,Female,0,Yes,No,59,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),56.51,3320.37,No
2920-JXDPG,Male,0,Yes,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),22.62,197.65,No
2961-FKJUC,Male,0,Yes,Yes,4,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Electronic check,73.54,291.71,No
5860-ZCOLD,Male,0,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,18.25,185.82,No
6728-FQQGQ,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Electronic check,70.67,1187.21,Yes
2818-NRVPO,Female,0,No,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.25,503.96,No
5265-MUHZZ,Male,1,Yes,No,37,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Electronic check,83.79,3091.24,No
6444-NHMSZ,Male,0,Yes,Yes,47,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,74.2,3468.35,No
6452-UPATS,Male,0,No,Yes,6,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,No,Electronic check,79.21,499.01,No
6998-GAQDA,Female,1,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,23.63,11.74,No
6069-YYDZD,Female,0,Yes,Yes,26,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,85.3,2193.62,Yes
7967-BKGKQ,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),74.56,616.97,Yes
4880-OIWRW,Male,0,Yes,No,15,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),54.44,829.15,No
5493-FPQCD,Female,1,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,99.99,1911.89,Yes
6522-NNOSU,Male,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,89.62,1453.47,Yes
4775-QEDEN,Female,0,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.29,299.81,Yes
6249-GKSAY,Male,0,No,No,28,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,81.09,2281.39,No
8037-ODTTT,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.41,6065.95,Yes
5304-BCJAD,Female,0,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),21.82,504.73,No
9654-VOIUM,Male,0,No,No,72,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),45.67,3262.26,No
7464-TXBYR,Male,0,No,Yes,2,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),18.27,42.09,No
7501-LAUFD,Male,0,Yes,Yes,12,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,69.0,807.51,Yes
2765-IHZXW,Male,0,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,103.48,7439.7,No
4932-MLBNT,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.25,731.72,No
8659-ZFRLS,Male,0,Yes,Yes,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,21.64,588.5,No
6353-TPTAX,Male,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,83.56,1895.37,No
4072-KEUME,Male,0,Yes,No,19,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Electronic check,101.66,1953.52,No
2778-XSSIH,Female,1,Yes,No,47,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.39,881.34,No
6545-WODWO,Female,1,Yes,No,24,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.1,511.87,No
9817-GFYNT,Male,0,Yes,Yes,41,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),23.47,943.15,No
8339-OTYYA,Male,0,No,Yes,72,No,No phone service,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Mailed check,73.74,5309.19,No
7784-SNKGU,Male,0,No,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.33,965.24,No
4405-WHCYA,Female,0,Yes,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),21.12,172.66,Yes
5564-DURCW,Female,0,No,No,72,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),83.62,5953.44,No
4094-YPQCA,Male,1,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),107.06,3859.07,Yes
1142-TQZZJ,Male,0,No,No,20,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,59.55,1207.98,Yes
6309-BPCBB,Male,0,No,No,8,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,55.43,451.96,No
5821-KBNCV,Male,1,No,No,25,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,64.37,1643.44,Yes
4113-UYKZY,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),55.09,719.99,Yes
3454-GSDHY,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Electronic check,77.71,473.31,No
8652-JCFTE,Male,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.59,136.09,No
5440-CXFIR,Male,0,Yes,No,5,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),54.44,271.89,Yes
8807-ZAOGK,Female,1,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),58.05,1038.64,No
7925-ATEUJ,Male,0,Yes,No,22,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),67.76,1490.99,No
1528-CHBVB,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,94.1,3070.53,Yes
1356-YDUWJ,Male,0,No,No,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.52,3152.43,No
9450-ULIWC,Female,1,No,No,15,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,91.08,1337.87,Yes
8431-ZVHKU,Male,0,No,Yes,17,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,67.49,1118.8,No
1213-VYQNG,Female,0,No,No,28,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),97.75,2735.33,No
6567-UWBJD,Female,0,Yes,No,9,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,78.85,719.84,No
9105-LYLQB,Female,1,No,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),18.25,737.91,No
5889-OFGVQ,Female,0,Yes,Yes,18,No,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,91.52,1618.58,Yes
6074-YCZXK,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.58,1049.64,No
5332-FXVNO,Female,1,No,No,26,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,77.97,2015.92,No
6706-UNXYF,Female,0,No,Yes,20,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,79.51,1586.08,No
8328-JWGXO,Male,0,Yes,No,54,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Bank transfer (automatic),85.52,4610.1,No
1518-QXTVP,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.43,87.59,No
5609-RACJP,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),87.76,2795.8,Yes
2523-IVGWM,Female,0,No,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.37,5749.21,No
9512-XSUYR,Male,0,Yes,No,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,20.62,598.73,No
2438-XPVLR,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,88.62,2042.28,Yes
1725-VVNUJ,Female,0,No,No,46,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,74.4,3423.96,Yes
1708-QXSGW,Male,0,No,Yes,15,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,42.44,647.37,No
